#;Número de artículo;Descripción;Fecha de contabilización;Documento;Cantidad;Cantidad;Unidad de meINGRESOSda;Tonelada;Clasificación;Procedencia
Cartulina;100304550;Rollo Cartulina LSH Super Bulk C-18 290g ancho 25;13/03/2026;CONSUMOS;-5479;5479;METROS;1.00895785;C18-25;IMPORTACION
Cartulina;100304550;Rollo Cartulina LSH Super Bulk C-18 290g ancho 25;16/03/2026;CONSUMOS;-2891;2891;METROS;0.53237765;C18-25;IMPORTACION
Cartulina;100304550;Rollo Cartulina LSH Super Bulk C-18 290g ancho 25;18/03/2026;CONSUMOS;-5583;5583;METROS;1.02810945;C18-25;IMPORTACION
Cartulina;100304550;Rollo Cartulina LSH Super Bulk C-18 290g ancho 25;18/03/2026;CONSUMOS;-435;435;METROS;0.08010525;C18-25;IMPORTACION
Cartulina;100304550;Rollo Cartulina LSH Super Bulk C-18 290g ancho 25;18/03/2026;CONSUMOS;-11952;11952;METROS;2.2009608;C18-25;IMPORTACION
Cartulina;100304559;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 36;13/03/2026;CONSUMOS;-42693;42693;METROS;8.77981545;POLICOTE;IMPORTACION
Cartulina;100304559;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 36;13/03/2026;CONSUMOS;-57167;57167;METROS;11.75639355;POLICOTE;IMPORTACION
Cartulina;100304559;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 36;13/03/2026;CONSUMOS;-279;279;METROS;0.05737635;POLICOTE;IMPORTACION
Cartulina;100304563;Rollo Cartulina Nine Dragons C - 12 205 g ancho 25 (29-89);17/03/2026;CONSUMOS;-124019;124019;METROS;16.14417333;C12-25;IMPORTACION
Cartulina;100304563;Rollo Cartulina Nine Dragons C - 12 205 g ancho 25 (29-89);27/03/2026;CONSUMOS;-10259;10259;METROS;1.335465325;C12-25;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;5/03/2026;CONSUMOS;-66;66;METROS;0.00871695;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;5/03/2026;CONSUMOS;-10999;10999;METROS;1.452692925;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;5/03/2026;CONSUMOS;-8776;8776;METROS;1.1590902;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-8026;8026;METROS;1.06003395;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-7960;7960;METROS;1.051317;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-15254;15254;METROS;2.01467205;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-8522;8522;METROS;1.12554315;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-15651;15651;METROS;2.067105825;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-23123;23123;METROS;3.053970225;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-8431;8431;METROS;1.113524325;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;12/03/2026;CONSUMOS;-10344;10344;METROS;1.3661838;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;16/03/2026;CONSUMOS;-286;286;METROS;0.03777345;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;26/03/2026;CONSUMOS;-8343;8343;METROS;1.101901725;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;26/03/2026;CONSUMOS;-7969;7969;METROS;1.052505675;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;26/03/2026;CONSUMOS;-8141;8141;METROS;1.075222575;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;26/03/2026;CONSUMOS;-7926;7926;METROS;1.04682645;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;26/03/2026;CONSUMOS;-8152;8152;METROS;1.0766754;OLMECA;IMPORTACION
Cartulina;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;26/03/2026;CONSUMOS;-7970;7970;METROS;1.05263775;OLMECA;IMPORTACION
Cartulina;100304627;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 29;16/03/2026;CONSUMOS;-454;454;METROS;0.10868533;C20-29;IMPORTACION
Cartulina;100304627;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 29;16/03/2026;CONSUMOS;-939;939;METROS;0.224791905;C20-29;IMPORTACION
Cartulina;100304627;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 29;16/03/2026;CONSUMOS;-6866;6866;METROS;1.64368607;C20-29;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;9/03/2026;CONSUMOS;-500;500;METROS;0.0744855;FOSFORERA;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;9/03/2026;CONSUMOS;-18303;18303;METROS;2.726616213;FOSFORERA;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;9/03/2026;CONSUMOS;-26849;26849;METROS;3.999722379;FOSFORERA;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;9/03/2026;CONSUMOS;-26810;26810;METROS;3.99391251;FOSFORERA;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;9/03/2026;CONSUMOS;-44485;44485;METROS;6.626974935;FOSFORERA;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;9/03/2026;CONSUMOS;-54387;54387;METROS;8.102085777;FOSFORERA;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;16/03/2026;CONSUMOS;-26844;26844;METROS;3.998977524;FOSFORERA;IMPORTACION
Cartulina;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;16/03/2026;CONSUMOS;-42207;42207;METROS;6.287618997;FOSFORERA;IMPORTACION
Cartulina;100305967;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 29;26/03/2026;CONSUMOS;-921;921;METROS;0.196738494;C18-29-COSC;IMPORTACION
Cartulina;100305969;Cartulina FBB DRAGONS -- C-15.7 245 gramos 34.5 x 27;4/03/2026;CONSUMOS;-30410;30410;PLIEGOS;4.477471158;HONDURAS FOS;IMPORTACION
Cartulina;100305969;Cartulina FBB DRAGONS -- C-15.7 245 gramos 34.5 x 27;27/03/2026;INGRESOS;83700;83700;PLIEGOS;12.32372035;HONDURAS FOS;IMPORTACION
Cartulina;100305982;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  20 x 32.5;4/03/2026;CONSUMOS;-44930;44930;PLIEGOS;5.652472566;COLGATE-100;IMPORTACION
Cartulina;100305982;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  20 x 32.5;4/03/2026;CONSUMOS;-42470;42470;PLIEGOS;5.342989314;COLGATE-100;IMPORTACION
Cartulina;100305984;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25 x 34;4/03/2026;CONSUMOS;-21640;21640;PLIEGOS;3.560121912;COLGATE-22;IMPORTACION
Cartulina;100305984;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25 x 34;11/03/2026;CONSUMOS;-32275;32275;PLIEGOS;5.309747445;COLGATE-22;IMPORTACION
Cartulina;100305985;Cartulina FBB DUPLEX MIRABELL -- C-17 320 gramos  21.5 x 35;4/03/2026;CONSUMOS;-50201;50201;PLIEGOS;7.79895266;COLGATE-125;IMPORTACION
Cartulina;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;10/03/2026;CONSUMOS;-1772;1772;METROS;0.329464416;C19-24;IMPORTACION
Cartulina;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;12/03/2026;CONSUMOS;-616;616;METROS;0.114531648;C19-24;IMPORTACION
Cartulina;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;16/03/2026;CONSUMOS;-1469;1469;METROS;0.273128232;C19-24;IMPORTACION
Cartulina;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;18/03/2026;CONSUMOS;-3661;3661;METROS;0.680682408;C19-24;IMPORTACION
Cartulina;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;20/03/2026;CONSUMOS;-1283;1283;METROS;0.238545624;C19-24;IMPORTACION
Cartulina;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;23/03/2026;CONSUMOS;-6561;6561;METROS;1.219873608;C19-24;IMPORTACION
Cartulina;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;27/03/2026;CONSUMOS;-966;966;METROS;0.179606448;C19-24;IMPORTACION
Cartulina;100306002;Cartulina FBB DRAGONS YA ESTÁ -- C-16.3 255 gramos  39.5 x 25;16/03/2026;CONSUMOS;-179400;179400;PLIEGOS;29.14520784;YA ESTA;IMPORTACION
Cartulina;100306002;Cartulina FBB DRAGONS YA ESTÁ -- C-16.3 255 gramos  39.5 x 25;16/03/2026;CONSUMOS;-3545;3545;PLIEGOS;0.575918405;YA ESTA;IMPORTACION
Cartulina;100306002;Cartulina FBB DRAGONS YA ESTÁ -- C-16.3 255 gramos  39.5 x 25;24/03/2026;INGRESOS;143000;143000;PLIEGOS;23.23168741;YA ESTA;IMPORTACION
Cartulina;100306002;Cartulina FBB DRAGONS YA ESTÁ -- C-16.3 255 gramos  39.5 x 25;27/03/2026;INGRESOS;70200;70200;PLIEGOS;11.40464655;YA ESTA;IMPORTACION
Cartulina;100306003;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 28.5;26/03/2026;CONSUMOS;-7355;7355;METROS;1.357692548;C16.3-28.5;IMPORTACION
Cartulina;100306133;Rollo Cartulina FBB PROTO C1S -- C-24 396 g ancho 28.5;4/03/2026;INGRESOS;76701;76701;METROS;;GILDAN;IMPORTACION
Cartulina;100306133;Rollo Cartulina FBB PROTO C1S -- C-24 396 g ancho 28.5;4/03/2026;INGRESOS;11456;11456;METROS;;GILDAN;IMPORTACION
Cartulina;100306134;Rollo Cartulina FBB PROTO C1S -- C-24 396 g ancho 26.5;4/03/2026;INGRESOS;54268;54268;METROS;;GILDAN;IMPORTACION
Cartulina;100306134;Rollo Cartulina FBB PROTO C1S -- C-24 396 g ancho 26.5;4/03/2026;INGRESOS;77277;77277;METROS;;GILDAN;IMPORTACION
Cartulina;100306165;Cartulina NINGBO ALLY LOCAL C-22 345 gramos 25 x 36;17/03/2026;INGRESOS;17700;17700;PLIEGOS;3.545702586;C22-25;LOCAL
Cartulina;100306165;Cartulina NINGBO ALLY LOCAL C-22 345 gramos 25 x 36;18/03/2026;CONSUMOS;-17700;17700;PLIEGOS;3.545702586;C22-25;LOCAL
Papel;100600002;Papel Bond 55 gramos -- 22 x 34;16/03/2026;CONSUMOS;-300;300;PLIEGOS;0.007962565;Bond;LOCAL
Papel;100600003;Papel Bond 55 gramos -- 26 x 34;16/03/2026;CONSUMOS;-2400;2400;PLIEGOS;0.07518456;Bond;LOCAL
Papel;100600003;Papel Bond 55 gramos -- 26 x 34;26/03/2026;INGRESOS;6000;6000;PLIEGOS;0.1879614;Bond;LOCAL
Papel;100600003;Papel Bond 55 gramos -- 26 x 34;26/03/2026;CONSUMOS;-6000;6000;PLIEGOS;0.1879614;Bond;LOCAL
Papel;100600005;Papel Bond 75 gramos -- 22 x 34;23/03/2026;INGRESOS;6000;6000;PLIEGOS;0.217160856;Bond;LOCAL
Papel;100600005;Papel Bond 75 gramos -- 22 x 34;24/03/2026;CONSUMOS;-6000;6000;PLIEGOS;0.217160856;Bond;LOCAL
Papel;100600009;Papel Bond 75 gramos -- 26 x 38;4/03/2026;INGRESOS;5500;5500;PLIEGOS;0.26272125;Bond;LOCAL
Papel;100600009;Papel Bond 75 gramos -- 26 x 38;5/03/2026;CONSUMOS;-5500;5500;PLIEGOS;0.26272125;Bond;LOCAL
Papel;100600009;Papel Bond 75 gramos -- 26 x 38;10/03/2026;INGRESOS;3000;3000;PLIEGOS;0.1433025;Bond;LOCAL
Papel;100600009;Papel Bond 75 gramos -- 26 x 38;11/03/2026;CONSUMOS;-2800;2800;PLIEGOS;0.133749;Bond;LOCAL
Papel;100600009;Papel Bond 75 gramos -- 26 x 38;17/03/2026;INGRESOS;500;500;PLIEGOS;0.02388375;Bond;LOCAL
Papel;100600009;Papel Bond 75 gramos -- 26 x 38;18/03/2026;CONSUMOS;-700;700;PLIEGOS;0.03343725;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;10/03/2026;INGRESOS;6500;6500;PLIEGOS;0.28170909;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;11/03/2026;INGRESOS;1000;1000;PLIEGOS;0.04333986;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;11/03/2026;CONSUMOS;-1100;1100;PLIEGOS;0.047673846;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;11/03/2026;CONSUMOS;-1200;1200;PLIEGOS;0.052007832;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;11/03/2026;CONSUMOS;-4900;4900;PLIEGOS;0.212365314;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;16/03/2026;INGRESOS;6000;6000;PLIEGOS;0.26003916;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;20/03/2026;CONSUMOS;-55;55;PLIEGOS;0.002383692;Bond;LOCAL
Papel;100600011;Papel Bond 90 gramos -- 22 x 34;25/03/2026;CONSUMOS;-6000;6000;PLIEGOS;0.26003916;Bond;LOCAL
Papel;100600013;Papel Bond 90 gramos -- 26 x 34;5/03/2026;INGRESOS;16000;16000;PLIEGOS;0.8201952;Bond;LOCAL
Papel;100600013;Papel Bond 90 gramos -- 26 x 34;16/03/2026;CONSUMOS;-5700;5700;PLIEGOS;0.29219454;Bond;LOCAL
Papel;100600016;Papel Bond 120 gramos -- 23 x 36;3/03/2026;INGRESOS;13000;13000;PLIEGOS;0.83269056;Bond;LOCAL
Papel;100600016;Papel Bond 120 gramos -- 23 x 36;4/03/2026;CONSUMOS;-12600;12600;PLIEGOS;0.807069312;Bond;LOCAL
Papel;100600017;Papel Bond 120 gramos -- 26 x 34;10/03/2026;INGRESOS;2500;2500;PLIEGOS;0.170874;Bond;LOCAL
Papel;100600017;Papel Bond 120 gramos -- 26 x 34;11/03/2026;CONSUMOS;-2300;2300;PLIEGOS;0.15720408;Bond;LOCAL
Papel;100600018;Papel Bond 60 gramos -- 21 x 30;4/03/2026;INGRESOS;141500;141500;PLIEGOS;3.44817954;Bond;LOCAL
Papel;100600018;Papel Bond 60 gramos -- 21 x 30;5/03/2026;CONSUMOS;-141700;141700;PLIEGOS;3.453053292;Bond;LOCAL
Papel;100600018;Papel Bond 60 gramos -- 21 x 30;13/03/2026;INGRESOS;40000;40000;PLIEGOS;0.9747504;Bond;LOCAL
Papel;100600018;Papel Bond 60 gramos -- 21 x 30;16/03/2026;CONSUMOS;-40400;40400;PLIEGOS;0.984497904;Bond;LOCAL
Papel;100600018;Papel Bond 60 gramos -- 21 x 30;26/03/2026;INGRESOS;128000;128000;PLIEGOS;3.11920128;Bond;LOCAL
Papel;100600018;Papel Bond 60 gramos -- 21 x 30;26/03/2026;CONSUMOS;-128000;128000;PLIEGOS;3.11920128;Bond;LOCAL
Papel;100600018;Papel Bond 60 gramos -- 21 x 30;27/03/2026;INGRESOS;64500;64500;PLIEGOS;1.57178502;Bond;LOCAL
Papel;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;13/03/2026;INGRESOS;40000;40000;PLIEGOS;2.0903184;Couche;LOCAL
Papel;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;16/03/2026;CONSUMOS;-40000;40000;PLIEGOS;2.0903184;Couche;LOCAL
Papel;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;24/03/2026;INGRESOS;30500;30500;PLIEGOS;1.59386778;Couche;LOCAL
Papel;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;25/03/2026;CONSUMOS;-30500;30500;PLIEGOS;1.59386778;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;3/03/2026;INGRESOS;14250;14250;PLIEGOS;0.74467593;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;3/03/2026;INGRESOS;500;500;PLIEGOS;0.02612898;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;4/03/2026;CONSUMOS;-800;800;PLIEGOS;0.041806368;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;4/03/2026;CONSUMOS;-700;700;PLIEGOS;0.036580572;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;10/03/2026;CONSUMOS;-12845;12845;PLIEGOS;0.671253496;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;11/03/2026;INGRESOS;500;500;PLIEGOS;0.02612898;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;18/03/2026;CONSUMOS;-100;100;PLIEGOS;0.005225796;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;23/03/2026;INGRESOS;1750;1750;PLIEGOS;0.09145143;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;24/03/2026;CONSUMOS;-1800;1800;PLIEGOS;0.094064328;Couche;LOCAL
Papel;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;25/03/2026;CONSUMOS;-300;300;PLIEGOS;0.015677388;Couche;LOCAL
Papel;100600022;Papel Couche Brillante B-60 -- 90 gramos  25 x 38;11/03/2026;CONSUMOS;-1500;1500;PLIEGOS;0.08274177;Couche;LOCAL
Papel;100600022;Papel Couche Brillante B-60 -- 90 gramos  25 x 38;18/03/2026;CONSUMOS;-1000;1000;PLIEGOS;0.05516118;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;3/03/2026;INGRESOS;30000;30000;PLIEGOS;1.6548354;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;4/03/2026;CONSUMOS;-14500;14500;PLIEGOS;0.79983711;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;4/03/2026;INGRESOS;32500;32500;PLIEGOS;1.79273835;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;5/03/2026;CONSUMOS;-13000;13000;PLIEGOS;0.71709534;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;5/03/2026;CONSUMOS;-19400;19400;PLIEGOS;1.070126892;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;10/03/2026;CONSUMOS;14500;14500;PLIEGOS;-0.79983711;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;10/03/2026;CONSUMOS;-30100;30100;PLIEGOS;1.660351518;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;16/03/2026;INGRESOS;3500;3500;PLIEGOS;0.19306413;Couche;LOCAL
Papel;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;25/03/2026;CONSUMOS;-3700;3700;PLIEGOS;0.204096366;Couche;LOCAL
Papel;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;13/03/2026;INGRESOS;13500;13500;PLIEGOS;0.82306287;Couche;LOCAL
Papel;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;16/03/2026;CONSUMOS;-8000;8000;PLIEGOS;0.48774096;Couche;LOCAL
Papel;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;16/03/2026;CONSUMOS;-5300;5300;PLIEGOS;0.323128386;Couche;LOCAL
Papel;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;3/03/2026;INGRESOS;500;500;PLIEGOS;0.03338703;Couche;LOCAL
Papel;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;4/03/2026;CONSUMOS;-400;400;PLIEGOS;0.026709624;Couche;LOCAL
Papel;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;11/03/2026;CONSUMOS;400;400;PLIEGOS;-0.026709624;Couche;LOCAL
Papel;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;11/03/2026;CONSUMOS;-400;400;PLIEGOS;0.026709624;Couche;LOCAL
Papel;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;16/03/2026;INGRESOS;1500;1500;PLIEGOS;0.10016109;Couche;LOCAL
Papel;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;18/03/2026;CONSUMOS;-1500;1500;PLIEGOS;0.10016109;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;10/03/2026;INGRESOS;6000;6000;PLIEGOS;0.42290238;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;10/03/2026;INGRESOS;28500;28500;PLIEGOS;2.008786305;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;10/03/2026;CONSUMOS;-4200;4200;PLIEGOS;0.296031666;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;10/03/2026;CONSUMOS;-23900;23900;PLIEGOS;1.684561147;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;10/03/2026;CONSUMOS;-3700;3700;PLIEGOS;0.260789801;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;10/03/2026;CONSUMOS;-2500;2500;PLIEGOS;0.176209325;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;10/03/2026;CONSUMOS;-3300;3300;PLIEGOS;0.232596309;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;12/03/2026;INGRESOS;5000;5000;PLIEGOS;0.35241865;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;16/03/2026;CONSUMOS;-5000;5000;PLIEGOS;0.35241865;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;16/03/2026;INGRESOS;3250;3250;PLIEGOS;0.229072123;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;16/03/2026;CONSUMOS;-300;300;PLIEGOS;0.021145119;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;18/03/2026;CONSUMOS;-3100;3100;PLIEGOS;0.218499563;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;24/03/2026;INGRESOS;500;500;PLIEGOS;0.035241865;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;25/03/2026;CONSUMOS;-600;600;PLIEGOS;0.042290238;Couche;LOCAL
Papel;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;27/03/2026;INGRESOS;4500;4500;PLIEGOS;0.317176785;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;3/03/2026;INGRESOS;1000;1000;PLIEGOS;0.08129016;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;3/03/2026;INGRESOS;8750;8750;PLIEGOS;0.7112889;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;4/03/2026;INGRESOS;1250;1250;PLIEGOS;0.1016127;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;4/03/2026;CONSUMOS;-500;500;PLIEGOS;0.04064508;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;4/03/2026;CONSUMOS;-1100;1100;PLIEGOS;0.089419176;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;4/03/2026;CONSUMOS;-150;150;PLIEGOS;0.012193524;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;4/03/2026;CONSUMOS;-8750;8750;PLIEGOS;0.7112889;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;4/03/2026;CONSUMOS;-170;170;PLIEGOS;0.013819327;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;10/03/2026;INGRESOS;2250;2250;PLIEGOS;0.18290286;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;10/03/2026;CONSUMOS;1100;1100;PLIEGOS;-0.089419176;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;10/03/2026;CONSUMOS;150;150;PLIEGOS;-0.012193524;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;10/03/2026;CONSUMOS;-1100;1100;PLIEGOS;0.089419176;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;10/03/2026;CONSUMOS;-150;150;PLIEGOS;0.012193524;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;11/03/2026;CONSUMOS;500;500;PLIEGOS;-0.04064508;Couche;LOCAL
Papel;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;11/03/2026;CONSUMOS;-500;500;PLIEGOS;0.04064508;Couche;LOCAL
